fold,mae,rmse
432,0.11616441998921909,0.14618071796154092
433,0.15504368905919416,0.185401340095079
434,0.14744446838238756,0.19316453465350172
435,0.18972024995405262,0.23155112422315166
436,0.1291750152796545,0.17943723443608667
437,0.1439894213952007,0.18858186378881117
438,0.12673632280456792,0.16716434404117633
439,0.13719821387729533,0.17773271262354878
440,0.1325339105140597,0.17309274582012926
441,0.12591470686837142,0.16167702164622763
442,0.14838749857669448,0.1877607063362928
443,0.14898835774562344,0.19436564931085268
444,0.13628396869801668,0.18379517689621175
445,0.12694303987101427,0.1572392167173604
446,0.12518520520301116,0.1789866856729434
447,0.14069513858741242,0.18089144757103925
448,0.1387643594383164,0.1838596163294242
449,0.14072199514181433,0.2221375383212484
450,0.11139080194462511,0.15914061141440541
451,0.13260863986432905,0.1794203842408264
452,0.12922702307474151,0.16343439728059683
453,0.11434159205083455,0.1494472383166382
454,0.13186330174246724,0.18092977391628517
455,0.10269213200140274,0.13082819370935705
456,0.08777923335390643,0.11368215342652592
457,0.10020196137340483,0.13466586483847168
458,0.05653770156548474,0.07687302563672839
459,0.13059455685909976,0.18209387443284275
460,0.1237146703057295,0.1717604010383582
461,0.15003468511461426,0.19012787676220147
462,0.08056573835760368,0.11332450672365485
463,0.13841638687740535,0.18393292668593467
464,0.11217670009323254,0.14784232557878585
465,0.11869597433223288,0.16713378509357668
466,0.09192887349075296,0.13926760527618873
467,0.11831192490568883,0.18400493247442595
468,0.10720788877394188,0.14755566335209336
469,0.08287778029762474,0.10888276289075381
470,0.1056816967138229,0.14629461763353105
471,0.08664121382619389,0.1253513288453443
472,0.11660749327401992,0.15324212993324587
